"Pi1a","Pi1b","Pi2a","Pi2b","Pi3","Pi4","Pi5","Pi6","Pi7","Pi8","Pi9","Pi10","Pi11","Pi12","impacted","collapse"
3.5757793999797,2.94513906732167,3.25871751354651,2.68399562304252,1.23577480086584,1.12619950391901,1.85265086600998,1.68837759499037,0.295316479182172,0.00553818918725956,0.116354310800914,0.304776286352551,0.269130971210165,0.277751983821027,1,0
1.53467913143907,1.53467913143907,2.21767753866289,2.21767753866289,0.382235514475981,0.552346804988333,0.566163507645241,0.818130688294499,0.0747892653435105,0.00398172779899252,0.081862357996092,0.153580320123624,0.108073714229682,0.221930186800314,0,0
2.06615758760148,1.58842531429953,2.97478219934447,2.28695980322183,0.486126379700058,0.699907940053231,0.71545688713119,1.03009006912535,0.0724412349019314,0.00322493741300368,0.0602140217341983,0.162131003816632,0.104298383326588,0.233430609073461,0,0
3.16002875824432,3.01432658427342,3.33834124402893,3.18441746234095,1.53890218617505,1.62573857128082,2.10813054185612,2.22708705334232,0.457713554621363,0.00486255945316099,0.168592300344179,0.480973667976735,0.483541180869673,0.50811380399927,1,1
1.70191708762311,1.37977781001264,2.26296838745184,1.83463318423277,0.903526436260669,1.20138153459665,1.13444183461753,1.5084201385672,0.0597806049496644,0.0118667901899817,0.059858595174121,0.185582087004964,0.0794877847855512,0.246760784778356,0,0
1.53760121743418,1.64375122272045,1.62643276128098,1.73871535071325,1.06172700734448,1.12306596060287,0.963922538598302,1.01961105281221,0.0525251421097411,0.00433113799260227,0.052030975856514,0.206935139595633,0.0555596671943184,0.218890364213045,0,0
2.24229051239572,2.24229051239572,2.68409758771431,2.68409758771431,0.578163031513904,0.692080704803071,0.927555026755875,1.11031474112056,0.131614438752654,0.00711617748124192,0.0588716703383574,0.24866906989563,0.157546934980755,0.297665287774376,0,0
2.58933578219419,2.00092615914898,3.79638793834567,2.93368360656432,0.946536590000971,1.38777678746535,1.26417502541618,1.85348646222349,0.265112600890002,0.012819005925105,0.0764714947225691,0.335087441035627,0.38869824734333,0.491292758624291,1,1
1.82954788785246,1.91717119172317,2.38490460751553,2.49912584354575,0.713282765117425,0.929798757542631,0.828382062675759,1.0798362869734,0.109021849532768,0.0068484745427169,0.0576839962266159,0.242621621984279,0.142115280500125,0.316269078276162,0,0
2.42853801740011,2.50596212806816,2.84077597520157,2.93134262555304,1.68169585357665,1.96715931321966,1.65928919944553,1.94094918832795,0.171982041971137,0.0181979058195939,0.112227806276988,0.311526130407484,0.201175542444565,0.364406873834534,1,1
2.74157542088701,2.24218351846505,3.11182657875822,2.54499154539244,1.12104069795704,1.27243781556945,1.6085884725543,1.8258291656113,0.363172677659568,0.0141113174655459,0.090405687858352,0.319996445138023,0.412219332873284,0.363212128144362,1,1
2.86030796983558,3.39316624758648,2.41012745380186,2.85911979229708,1.34240156579736,1.13112255808621,1.99825853436995,1.68375496774066,0.419690532080007,0.00989409490304746,0.134444055350775,0.308985529541184,0.3536359315619,0.260354659508053,1,1
3.55647408136751,2.54837626549815,3.52916247250391,2.52880624918193,0.887360221583904,0.880545822058266,1.44608212760826,1.43497707565222,0.129798440468999,0.00756554370663368,0.0999231736335062,0.27852558260781,0.128801665529525,0.276386671541216,1,0
1.93104130434743,1.62596160375267,2.61042223951107,2.19800908529059,1.00958881337777,1.36478338669899,1.0714260459176,1.44837625790707,0.0905019749405828,0.00370007765763077,0.0485209679461506,0.177607068970244,0.122342472723238,0.240092970404368,0,0
1.31168211467404,1.26550205988458,2.25311512382831,2.1737902792632,0.546326547824257,0.938441253167225,0.775357334805567,1.33185420299473,0.0474476693909457,0.00678751164932657,0.0494030615232211,0.125889388559534,0.0815022636194986,0.216243922303897,0,0
1.65129306291998,1.33873591293853,2.8157411628237,2.28277699510571,0.86427516396801,1.47373910169987,1.10699235545903,1.88761402333112,0.0567069175891015,0.0112010712504393,0.0572598144470974,0.177765952297516,0.0966951328373755,0.303121790112508,0,0
4.51765918960355,4.1886303857048,3.36810683806939,3.12280188746942,1.54041013417651,1.14844119235267,2.19515733341011,1.63658304334055,0.658109414741233,0.0150312181119586,0.170516755624233,0.405538502693403,0.490648525477263,0.302346181218229,1,1
2.68490444589529,1.95343201683307,4.29925274040537,3.12796902862021,0.532294549286393,0.852346459934914,0.677442542469801,1.08476735983402,0.168743273746185,0.00891604706305614,0.063835523077101,0.209741962067791,0.27020327788103,0.335853183369906,0,0
1.48128319961689,1.21056333279282,2.1574796592568,1.76317787673426,0.776073276186073,1.13034584331834,0.615184287210215,0.896012043270124,0.0881499826682817,0.00911944851445211,0.0819160827967219,0.248178212198411,0.128389895071952,0.361470004403799,0,0
2.03446003531433,2.03446003531433,2.68345047879886,2.68345047879886,1.79414638511748,2.36647704678795,1.96370926480427,2.59013029275192,0.177642653399928,0.00209776854058827,0.0535463510647084,0.278790870720413,0.234310458326347,0.367724842235034,1,1
1.37821718663674,1.49159342720255,1.84720857631198,1.99916544200326,0.700953263644263,0.939479562983302,1.06251350931514,1.42407458409643,0.118660358735802,0.00244945153356122,0.0527869459054443,0.159844536922725,0.15903910824093,0.214237786571805,0,0
1.32679284505681,1.58071771606721,1.70989716415513,2.03714148000049,0.507855812237742,0.654496454650262,1.0468085295422,1.34906887894844,0.0692298544281492,0.00464635739612569,0.0427926501944631,0.175100377828849,0.089219603649955,0.225659672953106,0,0
3.6805886532204,3.03067707080601,3.82217958545387,3.14726613635632,1.17716750691163,1.22245272088215,1.69729168535598,1.76258589088786,0.521385225608392,0.00597865462442927,0.0957780336003666,0.294104623087171,0.541442729204197,0.305418722999056,1,1
3.54189127632188,3.08323244190409,4.12954557171092,3.59478817493307,1.37777007557617,1.6063633439194,1.92367092035484,2.24283754379661,0.447344197891237,0.00358986150886163,0.140118600860352,0.423872810640104,0.521565487846006,0.494199836073238,1,1
3.94677186004625,4.45506975402209,3.26947298860576,3.6905427371115,1.89689258862758,1.57137004638815,2.65993397218481,2.20346718328714,0.314372797408014,0.00701690909128212,0.125306749971304,0.378691266027168,0.260423811136093,0.313704695685713,1,1
2.39176576640812,1.60842167480047,3.90015121672482,2.62278515734438,0.507610334746776,0.827738691008138,0.69582952671529,1.13465976199135,0.082037187628605,0.0136417524148623,0.0769064780529368,0.17417880382881,0.133774570085468,0.284026004227327,0,0
2.66587646588873,2.09688758756654,4.39802328233983,3.45933524998977,1.00683397919411,1.66102193353898,1.4017685547984,2.31256429896123,0.0966199864341502,0.0186776987209678,0.0884027669852688,0.226919714241019,0.159398590037475,0.374360252331196,0,0
2.84652784467168,2.18836012967617,3.21605032231538,2.47244245776873,0.630802298762211,0.712690002330008,1.01511886878144,1.14689669073289,0.130756359730902,0.00418759792463243,0.079088371103516,0.212022298106831,0.147730517951724,0.2395460074072,0,0
2.66486200789405,1.81785817680013,4.35225372031417,2.96892671723528,0.543958425680544,0.888393123115329,0.921967310823581,1.50575738880792,0.10567846289566,0.00516608395137043,0.112383856043469,0.212681550639951,0.172594108787717,0.347351595419538,0,0
2.49346033745184,2.57183834250538,3.51525178196451,3.62574819443716,0.947797028323085,1.33619337861946,1.24699756639959,1.75800286515535,0.156004059532802,0.00681571603957682,0.100721919668967,0.253584525765045,0.219932733651101,0.357500555627514,0,0
1.90374385083525,1.40784433455608,2.58938959768525,1.91488864085376,0.712219600736169,0.968730128585652,0.959571013152473,1.30516676316888,0.0951708768530944,0.00921560420421731,0.0683450528382264,0.259814359043229,0.129447287994057,0.35338819260828,0,0
2.32113200407477,2.22739746824171,2.91168890078551,2.79410583910429,1.75335142919879,2.19945004705131,1.58241270759628,1.98502002862463,0.16286411778254,0.00658783979115191,0.0785075804071589,0.305219153510465,0.204301023488181,0.38287491621478,1,1
1.96383434433563,2.10202492595121,2.03547097964077,2.17870246927711,1.12937997946226,1.17057743684609,1.39663277172583,1.44757906096449,0.0939579203254541,0.00295994678802095,0.081764508435947,0.263111946597667,0.0973853118932808,0.272709728924475,0,0
2.03471902804068,2.41225235240551,2.87252345773906,3.40550777418322,1.11366719058147,1.57222451108649,1.39078805705822,1.9634511023815,0.24897571994452,0.0146339052080739,0.160855503036453,0.308888161915028,0.351492557985657,0.436074209112415,1,0
4.69268097199096,3.4836375240697,3.39091592439273,2.51726508272908,1.40880384884202,1.01799705411412,1.84232248897949,1.33125620578825,0.22244403713223,0.0311551641443875,0.135198028734545,0.307756728222467,0.160737333797031,0.222384005389953,1,0
1.70597828887138,1.8049086043476,1.75257014976868,1.85420234458724,0.518196226305523,0.532348649376221,0.663063213242759,0.681172089070224,0.101963551533443,0.00457888415134093,0.0962560090102194,0.179644109283294,0.104748271386346,0.184550357742226,0,0
2.19261466890451,2.46950138763434,2.95288961588387,3.32578501246624,1.79095273342114,2.41195400361906,1.47185426107524,1.98221020102679,0.202024653900808,0.00328887054041094,0.0879284801285627,0.35572823146342,0.272075395242286,0.479074693635014,1,1
4.19963837717664,3.54438605149652,3.26210142660358,2.75312914032224,0.991302645974331,0.770001958550242,1.57637539582337,1.22446171925767,0.370602440672555,0.0138867308926536,0.104195075846765,0.403981623933123,0.287868297658873,0.313795835116601,1,0
1.49218918556346,1.75262612570099,2.27630154691195,2.67359232977218,0.485355789389174,0.74039950488722,0.839952370529752,1.28132873422967,0.0631343425756619,0.00531663813335628,0.067284444116049,0.170614710336101,0.0963100410180104,0.260268961081734,0,0
2.28069956860549,2.42650497895436,3.08812751171868,3.28555189205085,1.01243120534289,1.37085861810969,1.10182234341185,1.49189658232669,0.0967391053379986,0.00851902256359318,0.087110309594094,0.260816855859527,0.130987306160622,0.353152918160214,0,0
1.8046101471472,2.02005087657226,3.15915402984133,3.53630498936079,0.932485508652508,1.63241094320851,0.983471626545158,1.72166734025425,0.15499523774607,0.0231558110184264,0.153109563172653,0.363732361724334,0.271334964344392,0.636750579144009,1,0
2.40878536291931,2.85752767790524,3.29390225758346,3.90753655940187,1.2195182316157,1.66763461706476,1.69601470313653,2.31922144062916,0.316859799542944,0.00875031514023914,0.119695076050949,0.275186055296229,0.433291079030402,0.376304166717945,1,1
3.37415046710964,2.77808493019057,4.43892399613488,3.65475931797647,1.57167791975131,2.06764899792856,1.42045022310922,1.868698696794,0.163158912690648,0.00790349142493913,0.0995067359354632,0.323972211373735,0.214646625805694,0.426207437150734,1,1
2.88756558398585,2.19837255018878,4.16014918518892,3.16722079807638,0.66762816328232,0.961859628363588,0.696965045815213,1.00412561485479,0.138464611193016,0.0120161495288095,0.107970095235492,0.232145303550688,0.19948756926137,0.334454427898654,0,0
1.57594609299666,1.73122439551033,2.4983776722587,2.74454335375655,0.849228687170456,1.34629858222741,0.851288195310694,1.34956356011991,0.0892531208112951,0.00282313902291019,0.0863605393082592,0.158356996219437,0.141494690208811,0.251046393882862,0,0
1.52132734203681,1.25257501228738,2.23197315038446,1.83768063520433,0.729745584633236,1.07062596359593,0.557887996725642,0.818489877363472,0.0353383938627978,0.00342727938524156,0.0451838501531021,0.149737865452013,0.0518457429246462,0.219683749874186,0,0
2.65114043428762,2.03814975336613,3.41748121464008,2.62729895582603,0.696609363786113,0.897971825216084,1.00789530109323,1.29923832523631,0.131141659604859,0.00419173060702906,0.081298325976937,0.214738511540849,0.169049572915875,0.276810997923547,0,0
2.26606251891644,2.0214229578944,2.45323358849901,2.18838741450118,1.32491633434139,1.43435109412228,1.1789875033238,1.27636890837308,0.0876649531800306,0.00325967761024223,0.092080722505527,0.240384567336245,0.0949058580159035,0.260239728526141,0,0
2.93276761662111,2.00530089461218,3.96741873428424,2.71275101786871,0.516414743103738,0.69860070564024,0.887598242508386,1.20073403562151,0.0671950136299602,0.00537630668537306,0.0658839107473739,0.171960797108706,0.0909007431803044,0.232626848491171,0,0
2.12789480452536,2.22511292661426,2.3023542684889,2.40754300145157,1.06717157334464,1.15466564506609,1.10688812870614,1.19763843703483,0.0806422333908658,0.0061108982353142,0.088673565963007,0.227216068410206,0.0872538388049463,0.245844805796306,0,0
2.07774892559799,1.44568762776735,3.83346704656536,2.66730778314728,0.596365367572315,1.10029992369908,0.629740224001005,1.16187685954873,0.0536769361090616,0.00864717242684043,0.0754527225726657,0.23630590431192,0.0990344710083105,0.435986699801979,0,0
1.83009953763331,1.43163518735048,2.50024845249585,1.95587375883422,0.677971115167888,0.926231714001468,1.06927009658448,1.46081721202047,0.0564448149432931,0.0144901692587546,0.0726843963769513,0.147235705642926,0.0771138718475868,0.20115072301582,0,0
2.75964542251883,3.0993356829864,2.87595221667125,3.2299589124596,1.04678418602677,1.09090148887037,1.47483581326245,1.5369935904689,0.194360657154292,0.00757808878511555,0.131591219579899,0.28814068980018,0.202552095358096,0.300284539739038,0,0
1.56055185317512,1.63191582956203,2.25163961666048,2.35460700996322,0.614248368732974,0.886267225721618,1.24486273462362,1.7961481029162,0.0590997823176037,0.00469845059108288,0.060554527746251,0.186361476586963,0.08527202151699,0.268891343052004,0,0
1.9766865464297,1.75866084116859,2.37188768081863,2.11027185440211,0.702365209089251,0.842789864626443,1.06695704889321,1.28027495548213,0.0810582071762698,0.00906937277569537,0.0545789663028066,0.231130287972024,0.0972642644722309,0.277340422888543,0,0
3.24304088126829,2.48132007299624,3.06256984750672,2.34323781777292,0.944977741407117,0.892390951379755,1.49829475187584,1.41491658531853,0.205246741216085,0.0165877777349924,0.107734373626764,0.228150694675853,0.193825025326715,0.21545440337734,1,1
2.28315602568123,1.7643237499823,2.80339133137189,2.16633898463341,0.902340373771889,1.10794582294227,1.18691099683914,1.4573581315609,0.239838586346421,0.0124725806774221,0.076103090804155,0.332831911681045,0.29448772065038,0.408670316664924,1,0
1.53900094082833,1.70917331428309,1.62906511079191,1.80919617443285,0.668281890133143,0.707390543116904,0.644243377275996,0.681945267826934,0.0746794705472603,0.00519458158806263,0.0690167312447955,0.170370997604498,0.0790498022018588,0.180341311512727,0,0
1.85288517191415,1.94596803110344,2.81477043950034,2.95617525208217,0.756317917391427,1.14894400851543,1.00003918291091,1.51918789845554,0.204319081903488,0.00574737530217362,0.0581925782961715,0.194237887448306,0.310386914788497,0.295072286241932,0,0
4.69963865926422,4.10962254744035,4.22838817105931,3.69753519940531,1.47819279746021,1.32996883217919,1.88486811164622,1.69586527925523,0.338737317440308,0.0130663974232852,0.162984273392445,0.40368994340868,0.304770849422114,0.363210430682794,1,0
4.23792579672222,2.87753608887077,3.48499013193066,2.36629553111694,0.889515948822466,0.73147913685484,0.984506602131549,0.809593173127925,0.249388195714812,0.0145214661808166,0.0918039496466529,0.322933540215748,0.2050803725158,0.265559203936926,0,0
1.35563721250452,1.00879877860878,2.27399997188661,1.69219933846274,0.600816596207783,1.00783374068153,0.649869566569054,1.09011715116449,0.0198175704077362,0.00395561302858207,0.0469970688965331,0.117287047552703,0.0332427836403191,0.196741975196126,0,0
3.3047218606646,3.6151366186605,2.56109401912606,2.8016593113567,1.1329084940679,0.877981654949599,1.69586767879084,1.31426387832438,0.240434336507468,0.0089334791641341,0.146784673522503,0.31243853330637,0.186331850964905,0.242133678031997,0,0
2.27304639181042,1.87239140782962,2.29984192088437,1.89446386468183,0.941393310606701,0.95249081038289,1.33419964634712,1.34992769551627,0.201784389176227,0.00269521635133809,0.101997470505,0.318956747335497,0.204163099741186,0.322716729897821,1,0
1.57775972356229,1.25150265065974,2.23745631441542,1.77478387007115,0.368167269410678,0.522106230373347,0.502147021745794,0.712105910545931,0.0706975693667457,0.00475286618375248,0.0377190124395342,0.134872986686138,0.100257802649632,0.19126639576248,0,0
1.84376189158961,1.69522042039278,2.59467891248279,2.38564030250735,0.828576452584075,1.16603443140163,0.879867097393641,1.23821444287822,0.0937841094310135,0.00628222052191694,0.0617332728620404,0.176447725321346,0.131979976469105,0.248310367046438,0,0
3.04066432716618,2.82818348529609,2.86021211052712,2.66034122318776,0.792819881724583,0.745768944936025,1.00445525015762,0.944844534569488,0.20064437466357,0.0051692088542904,0.11752497194521,0.252320408577231,0.188736870819519,0.237346122654171,0,0
1.90868142938977,1.90868142938977,2.43327634837286,2.43327634837286,1.19141532080692,1.51887196918733,1.35960006184761,1.73328174246332,0.19356931875094,0.00448917384770588,0.0966841176796076,0.279696932703664,0.246771220086684,0.356570730233307,1,0
1.96035326814317,2.07619292612269,1.83459760673798,1.94300620979342,1.03097115291604,0.96483487975981,0.983113342920011,0.920047123843957,0.181987663533717,0.0148836849701011,0.0491133643644021,0.284623977930996,0.170313247821418,0.266365495045209,0,0
4.09755128704213,3.56623895286972,3.2181256396132,2.80084475025617,1.54251942879079,1.21146044933985,2.14993248934953,1.68850915650346,0.391056836464404,0.0212194426879661,0.145770121969234,0.347758044411598,0.307127341139534,0.273121432949914,1,1
1.09601321890036,1.3119025648688,1.69443384157512,2.0281982593177,0.605884094578539,0.936695375769292,0.811255836540538,1.25419960261866,0.0756271114174044,0.00179068711893867,0.0523792079451978,0.177922023559659,0.116919335201807,0.275067027187399,0,0
3.08072856281733,2.97508013172712,2.92510820215271,2.82479651093252,1.8592310803177,1.76531361716628,2.12035648882045,2.01324849965504,0.438920534216632,0.00685747249920446,0.141948052014787,0.397286466693872,0.416748839942003,0.377217881625951,1,1
2.25947380071102,2.43219543189862,3.17449612263722,3.41716507871367,1.18280069260148,1.66180117305827,1.41833474126545,1.99271978074362,0.32649655715447,0.00349823001034892,0.106768005464579,0.295077521955301,0.45871833274416,0.414575486128554,1,1
3.80421611877403,3.37356693256787,3.54681002115687,3.14530001185401,1.68637411032672,1.57226834837498,1.89039384889329,1.76248342308922,0.336894331761482,0.0435920581799565,0.238031538866251,0.565093732625082,0.314098924628827,0.526857584109468,1,1
4.29729868801353,3.05656398346145,3.10045330802749,2.20527698950837,0.782562559005799,0.564610200723462,1.3355227023132,0.963564806859371,0.336940304643419,0.0144654616285564,0.130978823427319,0.379833690544908,0.243098690126747,0.274045791984414,1,0
2.71472665366095,2.37248288248386,2.27972621670233,1.99232265929323,0.78472802392612,0.65898533346364,1.04446365965283,0.877101635294438,0.281662625928648,0.00849272149205201,0.073477112381899,0.267896424814952,0.236529770586235,0.224969428206656,0,0
2.91930094321168,3.00186616833997,3.32888354515808,3.42303280372321,1.5387686525775,1.75466036116678,1.56214146120926,1.78131241231598,0.186426706342602,0.0035857494697103,0.117825533335326,0.31159895831223,0.212582672082844,0.355316791653833,1,0
5.49277942552096,3.74694598161714,4.67699157533041,3.19044939394766,0.949028831870471,0.808079026581861,1.7336524397694,1.4761703005366,0.410601509058541,0.0104407675143258,0.221546797448489,0.412141017065392,0.349618954251492,0.35092981445912,0,0
1.4512489289007,1.4512489289007,2.1867785862505,2.1867785862505,0.688245763602142,1.03706612142883,0.646130826189878,0.973606268704474,0.0350159363040474,0.00428635712298969,0.0674988238541012,0.150170564270352,0.0527628983300644,0.226280803859275,0,0
3.38234389895712,3.51913775834998,3.44425303848308,3.58355072078113,1.442290431631,1.46868956851248,1.52732090807537,1.55527641053864,0.218215714463191,0.0111015681939083,0.17691319288974,0.389674641668487,0.222209852113601,0.396807098474024,1,1
3.00348952065154,2.86057747187169,3.55179027817625,3.3827889808518,1.75228677817825,2.07217474891013,1.78466543561066,2.11046427843839,0.275413807119678,0.00536706757550483,0.0809453340896871,0.296821740298018,0.325691858046163,0.351007907400043,1,1
3.99981508909146,3.11294666155157,4.50214452280663,3.50389591766779,1.23014186893073,1.38463312781281,1.57455334886483,1.77229861320135,0.441198148959581,0.00568162577862991,0.130363590859044,0.379109285907465,0.49660741448475,0.426720925111846,1,1
3.71187307517226,2.50679844653781,4.76439954364291,3.21761793380697,0.923828406153175,1.18578613749509,1.11303033582699,1.42863754139242,0.150843497006268,0.0152789627700418,0.127203827669037,0.38440241616353,0.193616180764696,0.493402295567384,0,0
2.09080272742158,1.61687900678724,3.32980956111464,2.57503929249472,0.811120933237453,1.29179008774543,1.09530243166056,1.74437715305316,0.106691357171931,0.00436519478563128,0.10995317947564,0.209224079208423,0.169916509357873,0.333209982092749,0,0
1.62348439998665,1.2055921053876,2.43209786811256,1.80606477607708,0.840468349452709,1.25908279804649,1.00486430204408,1.50535990784015,0.030869376900517,0.00248454056145051,0.0485589285131958,0.153135727549734,0.046244574786384,0.22940847260906,0,0
2.89321168381811,2.34990891050458,2.41164849225881,1.95877623219228,1.38450997004836,1.15406397688056,1.09921210167758,0.916252765917568,0.10222955980014,0.00814885043745159,0.107163725903084,0.26496768988946,0.085213869809531,0.220864907118006,0,0
3.4920996932748,2.44403776799721,2.80625611984233,1.96403211419664,0.762355883188391,0.612630236993315,1.10966099931185,0.891725106321065,0.149271525609796,0.0285620448641563,0.121881525460067,0.234155150822121,0.11995480342884,0.188167401478441,0,0
1.62175554092472,1.74572788454203,2.31018481184986,2.48678296002133,0.84912277922344,1.20957228044321,1.02241649502281,1.45642854214616,0.172910859912585,0.00256060325123988,0.0784341218252266,0.216314888254032,0.246310884898338,0.308139763861402,1,0
2.48409577794538,2.18397535572528,3.78763104736574,3.3300217074837,1.30252176284753,1.98602320918214,1.34847140462451,2.05608503665071,0.147212038082508,0.00291750871150945,0.0585615660116614,0.318463292909632,0.224461911226499,0.485577676344079,0,1
2.48126691126494,1.85147418964112,3.74129259130793,2.7916813935873,0.504335843910608,0.760445378845546,0.809381301896489,1.22039763420081,0.154181039711382,0.00367522778468796,0.0523718072754077,0.160457880902552,0.232476554204432,0.241940872347202,0,0
2.52784612662188,1.96792152781807,4.3121165329298,3.35697132283643,1.40074062739538,2.38944797870665,1.11806343728586,1.90724418785236,0.228901927819013,0.0159233136801145,0.133943425689507,0.391860166440805,0.390471467773607,0.668453148516653,1,1
4.28129924071504,4.28129924071504,3.60500469681488,3.60500469681488,1.93519250540927,1.62950022387975,1.63246208162641,1.37459054851128,0.309925602337247,0.0115025470916353,0.170500113067902,0.380135022917271,0.260968269039365,0.320087073103472,1,0
2.78372537752215,2.12708746981883,4.33218250279425,3.31028742744172,0.611197878804013,0.951178869036494,1.00808226711357,1.56883160753949,0.214844303830979,0.00413921619464756,0.0609477347095087,0.188150173929742,0.334352210673186,0.292809376232961,0,0
2.51739600198417,2.51739600198417,2.02896654228518,2.02896654228518,1.51235617629695,1.21892625526787,1.56358308720662,1.26021403367795,0.107502149241656,0.00343826334042608,0.0856666282800645,0.271048313485744,0.0866443991581584,0.218459058079039,0,0
3.9962277493266,3.3721519434732,4.73737415815901,3.99755631472395,1.98110532994059,2.34852410407117,2.06738262745071,2.45080251894107,0.316901274783218,0.00442626564226111,0.0835306937088432,0.438872609843935,0.375674261833212,0.52026658414271,1,1
